	0
1585	NELFB
1586	AC108058.1
1587	TCF12
1588	AC087473.1
1589	CD24
1590	AL359715.1
1591	DCTN5
1592	AL034380.1
1593	TADA1
1594	NEK7
1595	AL136439.1
1596	SLAMF6
1597	SMAD5-AS1
1598	MRPS34
1599	AL158834.2
1600	TSR1
1601	AL606489.1
1602	LINC01450
1603	SUMF1
1604	HECTD1
1605	RSPH10B2
1606	SNX27
1607	AC005034.6
1608	RPAP3
1609	TSPAN4
1610	MIR302CHG
1611	PLA2G4E-AS1
1612	VPS33B
1613	PDK2
1614	CASTOR3
1615	AC092171.4
1616	SNX16
1617	AF196972.1
1618	DAB1
1619	AC068790.7
1620	MDFIC
1621	AC092746.1
1622	GSDMD
1623	THAP8
1624	IGHM
1625	TLE5
1626	CHMP6
1627	PLSCR4
1628	AC145207.3
1629	NUCB1-AS1
1630	AC113349.2
1631	AC073270.1
1632	ASPN
1633	AP001372.1
1634	CLIC1
1635	TBX4
1636	AL512283.1
1637	TRPM6
1638	SNCAIP
1639	KIF1A
1640	FAM89A
1641	AC004241.2
1642	MTO1
1643	AC090625.2
1644	AL161443.1
1645	ELANE
1646	RAB32
1647	AC107208.1
1648	HIVEP3
1649	HTR2B
1650	TBC1D30
1651	WWTR1
1652	KIF16B
1653	AC055874.1
1654	SSBP1
1655	MYO1D
1656	RBPMS
1657	IL34
1658	C8orf58
1659	KDM2B-DT
1660	AC104461.1
1661	DEFB132
1662	AL512484.1
1663	FNTB
1664	AC121342.1
1665	SNHG21
1666	LINC02432
1667	AC090772.1
1668	AL352979.2
1669	AC135782.3
1670	SLC39A11
1671	AP000462.3
1672	AC087190.1
1673	MIER3
1674	AP003068.1
1675	PRSS12
1676	METTL24
1677	LCN2
1678	LINC00294
1679	CDK7
1680	AC002347.1
1681	SLC28A1
1682	SP1
1683	TEX36
1684	C2orf73
1685	AC005833.2
1686	AC253576.2
1687	CXXC5
1688	ADORA2A
1689	AFDN
1690	CCDC17
1691	CLDN10
1692	AC034159.2
1693	BIRC6-AS1
1694	LINC01703
1695	PSORS1C1
1696	LINC00707
1697	AL355001.1
1698	BUD31
1699	AC023051.1
1700	AC025280.3
1701	AGAP2-AS1
1702	AL121830.1
1703	TEX35
1704	FALEC
1705	AL133553.2
1706	AC092794.2
1707	AL589645.1
1708	ANP32B
1709	NFIB
1710	NIPBL-DT
1711	RNF32
1712	ISG15
1713	BMPR2
1714	AC011477.2
1715	LINC01429
1716	LINC01297
1717	NOS2
1718	Z95118.2
1719	IL12A
1720	RAB37
1721	RADIL
1722	AC129102.1
1723	AC110795.1
1724	AC090213.1
1725	LRP6
1726	AC104794.2
1727	AC007881.4
1728	PEAK1
1729	AC092821.3
1730	AC079075.1
1731	MBNL3
1732	CKS2
1733	AL359382.1
1734	FUT6
1735	PRRT4
1736	MACF1
1737	PIK3CB
1738	AGBL1
1739	APOL6
1740	SMN2
1741	ESPN
1742	ANKRD18B
1743	DLGAP1-AS2
1744	AKAP4
1745	AL160286.3
1746	AC104794.3
1747	UBE2Z
1748	AC099552.2
1749	MMP23B
1750	AC106865.2
1751	RRS1-AS1
1752	AL512622.1
1753	HOXA-AS2
1754	CDR2L
1755	MSI2
1756	INTS13
1757	METTL5
1758	AC083864.1
1759	FKBP5
1760	CHGB
1761	AC097462.3
1762	AC046158.2
1763	AC025043.1
1764	ISM2
1765	AC016831.6
1766	ARL4D
1767	AKAP14
1768	AC138811.1
1769	CPHXL
1770	AL353593.1
1771	AP004147.1
1772	CADM1
1773	AL359922.2
1774	ATXN2
1775	TMOD3
1776	GPR68
1777	AC009065.3
1778	AL591002.1
1779	TRIM54
1780	LINC02060
1781	AC091614.1
1782	LINC01799
1783	RPH3AL
1784	FKBP7
1785	CCL2
1786	AC019330.1
1787	AC008456.1
1788	C14orf178
1789	AC092745.1
1790	NAT8L
1791	BIK
1792	AC104137.1
1793	TRMT61A
1794	AC061979.1
1795	AL031005.1
1796	ATP4B
1797	AC100849.2
1798	MRPL4
1799	LINC02290
1800	AC048344.4
1801	AC073115.2
1802	ATP13A5-AS1
1803	CD74
1804	CABLES1
1805	CFAP300
1806	GZMA
1807	TPST2
1808	DIO3OS
1809	LINC01309
1810	ART3
1811	AC239804.1
1812	HJURP
1813	AC008555.5
1814	AL031767.2
1815	DGKB
1816	AC092819.1
1817	TSPAN2
1818	AC125613.1
1819	AP2B1
1820	GPR78
1821	LINC00114
1822	PSMD9
1823	AC068305.2
1824	TMEM150C
1825	AC015660.1
1826	TRIM25
1827	USP2
1828	AC027329.1
1829	AC107068.2
1830	ILDR1
1831	LINC02201
1832	GSTM4
1833	AP000350.7
1834	KCNA10
1835	AC093424.1
1836	SSR3
1837	AC139720.2
1838	CHEK1
1839	ZNF443
1840	AC008608.2
1841	FYB2
1842	LINC02014
1843	AC008115.4
1844	AC134682.1
1845	CTDSP1
1846	PLPPR4
1847	AL445685.1
1848	CBLN4
1849	HRK
1850	AC069544.1
1851	SPEN
1852	TMEM272
1853	NPHP3
1854	SCN2B
1855	TSPYL2
1856	C9
1857	AL583722.3
1858	AL591686.2
1859	HPCA
1860	LARP1
1861	AC005498.2
1862	GRM7
1863	AL390774.2
1864	SLC39A4
1865	IL10RB
1866	TRAPPC3L
1867	EXO1
1868	TNFSF18
1869	BOLA2B
1870	AC104996.1
1871	PPP6R3
1872	AC002451.1
1873	ZNF217
1874	FOXD3-AS1
1875	SCARB2
1876	AC007950.2
1877	PAQR6
1878	PINK1-AS
1879	CCDC190
1880	TTLL7-IT1
1881	THRB-AS1
1882	OR8B3
1883	AL353746.1
1884	AC005785.1
1885	KCNK12
1886	CEP152
1887	PKMYT1
1888	AC009498.1
1889	AL009178.3
1890	AL355612.1
1891	AL121820.3
1892	OR7G2
1893	BX842242.1
1894	AC090136.3
1895	AC112907.3
1896	AC104123.1
1897	GPR87
1898	AP000880.1
1899	RASD1
1900	AC067852.3
1901	TM6SF2
1902	AL359532.1
1903	AC018521.7
1904	ANTKMT
1905	AC107294.1
1906	LNCSRLR
1907	AP005131.1
1908	CX3CR1
1909	LINC01836
1910	RMDN2
1911	BOK
1912	IGLC7
1913	TMEM248
1914	AL353150.1
1915	CHD2
1916	MGAT4A
1917	KDM6B
1918	AC093496.1
1919	TBC1D20
1920	AC016747.2
1921	SELENBP1
1922	AC091214.1
1923	RNPC3
1924	LINC02436
1925	AC108472.1
1926	GREM2
1927	GAMT
1928	AL592435.1
1929	AP001107.9
1930	WWTR1-AS1
1931	KLF5
1932	ADAMTS9-AS2
1933	AC012404.2
1934	BDP1
1935	IKBIP
1936	CEP104
1937	RSPH6A
1938	AC097532.3
1939	AZIN1
1940	ABCD4
1941	SLITRK3
1942	AC068790.3
1943	AC025154.2
1944	FKBP4
1945	DMRT3
1946	TECTB
1947	TPSAB1
1948	TTLL11-IT1
1949	FAM76A
1950	COMMD9
1951	AC006449.5
1952	WDR66
1953	CA1
1954	LINC01615
1955	TM2D2
1956	SMC1A
1957	DLEU7
1958	AC018695.8
1959	KMT2C
1960	ARID4A
1961	AGTR1
1962	AC018467.1
1963	GDE1
1964	AC024560.3
1965	GUCY2C
1966	B4GALT3
1967	SPATA12
1968	ZNF605
1969	AC067930.2
1970	AC010442.1
1971	AC091057.2
1972	RGL4
1973	GPM6B
1974	C2orf76
1975	NRF1
1976	ARL6
1977	ADGRA2
1978	ADORA2A-AS1
1979	AP001189.4
1980	ZNF345
1981	SHISAL1
1982	ZNF548
1983	PTTG2
1984	KIAA1210
1985	NCAPG
1986	AC012150.1
1987	AL161729.4
1988	F2R
1989	AL359962.2
1990	AL158216.1
1991	AL391839.1
1992	CCNT1
1993	AC020913.1
1994	AL450345.2
1995	LMO7-AS1
1996	TMEM167A
1997	AC007557.3
1998	AC010768.1
1999	AC025171.2
2000	AL355488.1
2001	BLZF1
2002	PCDHGA11
2003	MEIS2
2004	LINC00392
2005	SIK3
2006	MCM3AP-AS1
2007	AL354977.1
2008	IER3
2009	OTP
2010	CREB3
2011	AC244034.2
2012	NPR2
2013	AL357673.2
2014	GABRB1
2015	KCNH7
2016	SYNDIG1
2017	MLPH
2018	AC003681.1
2019	AC127496.3
2020	HDAC1
2021	FAAH
2022	NDUFV2
2023	MRPS24
2024	RBM17
2025	AC091151.1
2026	AC009119.1
2027	AC011899.1
2028	IGHA1
2029	PLBD1-AS1
2030	YBX2
2031	AC068768.1
2032	AL589765.1
2033	KCNH4
2034	TAF1A-AS1
2035	SIT1
2036	AC005100.2
2037	GPR39
2038	AC126323.6
2039	CDR2
2040	AC005091.1
2041	EXOSC4
2042	PASK
2043	AC124804.1
2044	IFT57
2045	AC005899.1
2046	CCNI2
2047	HOXB13
2048	NSDHL
2049	AC112722.1
2050	POC1B-AS1
2051	U91328.2
2052	NME3
2053	TMEM115
2054	ATP2B2
2055	AL158211.3
2056	RIDA
2057	AC067930.3
2058	ANKRD62
2059	FSTL5
2060	AL450338.2
2061	BX119904.2
2062	AC092268.2
2063	ARHGAP19
2064	CRYBG3
2065	YTHDC2
2066	TRGC1
2067	S100A11
2068	PRR15L
2069	AC092623.1
2070	FASN
2071	MLLT10
2072	AC111152.2
2073	HSP90AA1
2074	SCN7A
2075	DDX5
2076	MRGPRX2
2077	AL162713.2
2078	RASSF3
2079	AC018529.2
2080	BHMG1
2081	TRGV2
2082	AC118344.1
2083	IL20RA
2084	LINC01713
2085	MACROD2-AS1
2086	AC104532.2
2087	AC011005.4
2088	AP000534.1
2089	QPRT
2090	MRPL50
2091	AL353770.4
2092	SLC25A1
2093	TRAPPC2L
2094	IMPG1
2095	CMTM4
2096	AC136431.2
2097	PILRB
2098	C7orf61
2099	ITGA1
2100	AC034111.1
2101	CDH13
2102	CCR4
2103	VGLL4
2104	AC016737.2
2105	KLHL6-AS1
2106	SLC39A14
2107	SLC7A11
2108	AC019193.3
2109	GPRC5C
2110	SLC38A1
2111	ABHD15
2112	HELB
2113	LINC00866
2114	ACAD10
2115	IGKV2D-30
2116	ITGB3BP
2117	AC009133.2
2118	ANG
2119	AC090970.2
2120	AL133268.4
2121	AL049840.3
2122	MYLK2
2123	LINC01213
2124	AL355102.4
2125	AC006213.1
2126	NRL
2127	AC008761.1
2128	LINC01990
2129	INPP5E
2130	NUDT4
2131	TMEM14B
2132	AC091152.2
2133	LINC02455
2134	AC010185.1
2135	TMPRSS5
2136	JHY
2137	AL353801.1
2138	VSX1
2139	AC005618.4
2140	LIPM
2141	PSME1
2142	SLC30A6
2143	NDC80
2144	NPNT
2145	AC092535.4
2146	AC005293.1
2147	AL589986.2
2148	AC006511.4
2149	AP001160.2
2150	AC007406.1
2151	MIR200CHG
2152	MYF5
2153	EIF2AK3-DT
2154	ODR4
2155	SNAI3-AS1
2156	AC008250.1
2157	NKILA
2158	FJX1
2159	AC067945.3
2160	AC133540.1
2161	TBILA
2162	AL138895.1
2163	PPFIBP1
2164	SLCO4C1
2165	AC004542.2
2166	CCDC134
2167	GPR137C
2168	NUP210L
2169	NUDT18
2170	FOXC2
2171	AL513534.2
2172	WDR77
2173	ADIPOR1
2174	POLB
2175	RNF144A-AS1
2176	KIF18B
2177	CACNA1C-AS4
2178	AC006372.1
2179	EMP1
2180	TAF4B
2181	AC025287.3
2182	TTC39A-AS1
2183	RNF141
2184	INTS9-AS1
2185	FAM230A
2186	PSMD5
2187	IGLL1
2188	YWHAB
2189	CU633967.1
2190	DMAC2L
2191	PIKFYVE
2192	AP005131.6
2193	AC007370.2
2194	ADGRF1
2195	HOXA2
2196	LINC02139
2197	AC008870.1
2198	ZNF618
2199	LACTB2
2200	HYMAI
2201	AL121658.1
2202	AC084335.1
2203	YBX1
2204	CETN3
2205	AL451049.1
2206	CNOT6
2207	SLC39A7
2208	AC069272.1
2209	SLAMF1
2210	AC092924.2
2211	CDIP1
2212	FAM25C
2213	SLC13A4
2214	AL391834.2
2215	PSMB3
2216	SENCR
2217	RNASEH2C
2218	TDGF1
2219	AC084824.5
2220	SPRYD4
2221	RPA3
2222	IQCJ
2223	AL445070.1
2224	SPRR2E
2225	ALG1L2
2226	NMB
2227	PGP
2228	TMED4
2229	TEX49
2230	DNAAF5
2231	ADGRA3
2232	GINS1
2233	RNF214
2234	TYW3
2235	AC091182.2
2236	AL121899.3
2237	AL513008.1
2238	PKP2
2239	SERPINB2
2240	HCN3
2241	TAX1BP3
2242	UIMC1
2243	FAM187B
2244	AL023581.2
2245	LINC02241
2246	PLCB2-AS1
2247	AL355310.2
2248	AL365181.3
2249	CNIH3
2250	AC114947.2
2251	AL359317.2
2252	LINC02788
2253	AC092839.2
2254	CHRNB4
2255	ARMC5
2256	DNMT3A
2257	AC005703.3
2258	BEST2
2259	MARCOL
2260	TMEM101
2261	PCDHB1
2262	AC084083.1
2263	AC021851.1
2264	DDX6
2265	AC016590.4
2266	DHCR24
2267	LINC00678
2268	ING5
2269	ZNF385C
2270	LINC00449
2271	AC068594.1
2272	TM9SF1
2273	AC113615.2
2274	TMPRSS11D
2275	DLEU2
2276	TULP4
2277	CARD8
2278	PNMT
2279	AC079790.2
2280	AL359915.1
2281	CADM2-AS1
2282	SLC13A3
2283	AC090377.1
2284	NME6
2285	C1orf94
2286	AC131953.2
2287	OR10G3
2288	NME1
2289	PTPRN
2290	AC008080.4
2291	LINC02246
2292	AP001574.1
2293	IRF2BP1
2294	KCNMA1-AS1
2295	ANKRD1
2296	SPDYE16
2297	LINC00562
2298	BTBD9-AS1
2299	CORO1C
2300	AP002336.3
2301	PABPC5
2302	GJC2
2303	AL355596.2
2304	AC037459.2
2305	CD2
2306	ACSM2B
2307	VLDLR-AS1
2308	AC004466.2
2309	B3GALT6
2310	ASAP1-IT2
2311	LINC00456
2312	AC010201.3
2313	SP9
2314	TRDC
2315	HHIPL1
2316	ZNF354B
2317	AC007688.3
2318	ETFBKMT
2319	PLPBP
2320	AL158825.2
2321	IGLC3
2322	FLOT2
2323	DKK2
2324	HOXD13
2325	FKBP2
2326	RNASEH1-AS1
2327	FKRP
2328	SEPTIN5
2329	NADSYN1
2330	PIN1
2331	ALDH8A1
2332	ASMTL
2333	AC104958.2
2334	PWWP2B
2335	SLC43A2
2336	AL157911.1
2337	SMC3
2338	C5orf49
2339	Z97056.3
2340	ADAMTS2
2341	AC005332.6
2342	CENPH
2343	LINC01899
2344	NTF3
2345	AC037193.1
2346	GRIN1
2347	CITED1
2348	RPL18A
2349	AOAH
2350	AC129492.4
2351	EID2B
2352	PAGE4
2353	CR382287.2
2354	OVOL3
2355	AC100805.1
2356	CILP2
2357	ELOC
2358	FCHSD2
2359	HNRNPLL
2360	AC009549.1
2361	AL354928.1
2362	POGLUT3
2363	AC008073.1
2364	AC005697.2
2365	ANO10
2366	ADARB1
2367	FZR1
2368	AC009950.1
2369	BACH1-IT2
2370	ITSN2
2371	GAL3ST2
2372	TM4SF19-AS1
2373	GMPS
2374	AC022167.4
2375	ALG12
2376	MYH4
2377	AL133346.1
2378	MIR3945HG
2379	AL136305.1
2380	KLF1
2381	PI3
2382	BCL2L15
2383	LRRIQ3
2384	PKD2
2385	AL035447.1
2386	AC087392.2
2387	PNKP
2388	AC010632.2
2389	LINC02113
2390	LCT
2391	HCG22
2392	AC006946.2
2393	AC021573.1
2394	OR51I2
2395	SHOX2
2396	RWDD3
2397	TMEM266
2398	SLC14A2
2399	AP1S1
2400	RCVRN
2401	ROS1
2402	OBI1-AS1
2403	APOA1
2404	PDGFA
2405	AL135746.1
2406	AC019254.1
2407	AP000350.5
2408	SIGLEC10
2409	RPS6KA1
2410	NINJ2
2411	AL591463.1
2412	AL365204.2
2413	ASPG
2414	LINC01949
2415	AP003472.1
2416	SERPINB11
2417	COL7A1
2418	AC004241.4
2419	AC106738.2
2420	AL355388.1
2421	P2RX2
2422	HSPA12A
2423	RP1
2424	APOL4
2425	HIGD2A
2426	FAM168A
2427	AC025822.2
2428	CCR2
2429	AL162426.1
2430	CFH
2431	DRAM2
2432	AC125494.2
2433	NDST4
2434	ASB13
2435	UHRF1BP1
2436	CASTOR2
2437	AL132642.1
2438	DNAJC25
2439	ZBTB21
2440	AC005104.1
2441	LINC01944
2442	AL359552.1
2443	AL031651.2
2444	RAB4A
2445	AC068196.1
2446	AC092720.1
2447	ECI1
2448	AL157832.2
2449	AL358216.1
2450	CBR1
2451	AC024937.3
2452	AC009486.2
2453	N6AMT1
2454	AL451065.1
2455	IDO2
2456	AL451085.2
2457	NR0B1
2458	SKI
2459	AL139246.4
2460	QTRT2
2461	AC002091.1
2462	AC104211.4
2463	MYOM1
2464	AC104695.1
2465	LINC02765
2466	AC132938.2
2467	NLE1
2468	NCBP1
2469	LINC00520
2470	SLFN12L
2471	BTBD17
2472	PECAM1
2473	AC055764.1
2474	AL365356.1
2475	LIPC-AS1
2476	LSM5
2477	LINC00461
2478	ZMIZ1
2479	SLC7A9
2480	UFC1
2481	INHBB
2482	AL121894.1
2483	NDUFB2-AS1
2484	AC087623.1
2485	AC023830.1
2486	SLC2A11
2487	AC022165.1
2488	EEF1AKMT3
2489	AC008875.3
2490	PLSCR3
2491	KRT86
2492	GPR89B
2493	AC006064.1
2494	AP006621.4
2495	LINC01989
2496	AC048337.1
2497	AC091132.1
2498	ZNF678
2499	APOBEC3F
2500	OBSCN
2501	NUDT9
2502	AC011465.1
2503	AC078880.1
2504	AC106820.2
2505	AL360270.2
2506	AC006460.2
2507	GMEB1
2508	AC093297.2
2509	AP001042.3
2510	TRAV40
2511	TOMM7
2512	AC015853.1
2513	SHLD3
2514	SLC25A25
2515	AC112907.1
2516	KPTN
2517	LINC02728
2518	AC012370.2
2519	LSM10
2520	SLC13A1
2521	APCDD1L
2522	PIGR
2523	ALOX12-AS1
2524	AC015983.2
2525	PLEKHA6
2526	FAAP24
2527	AP005264.3
2528	HSFY1
2529	ALG13
2530	AC092338.3
2531	MUC3A
2532	ZNF429
2533	C19orf73
2534	RNF40
2535	AL139294.1
2536	LINC02475
2537	SF3B3
2538	AC099791.2
2539	AC016885.2
2540	PAQR3
2541	PIGS
2542	CPA2
2543	MYL6B
2544	AC011773.4
2545	KL
2546	AL590428.1
2547	AC005632.6
2548	PPP1R32
2549	AC092287.1
2550	AC243571.2
2551	FAM199X
2552	AC006458.1
2553	B4GALNT3
2554	CCDC54
2555	MAP10
2556	SRPX2
2557	AL355347.1
2558	SCARF2
2559	SUPT7L
2560	TOR3A
2561	LINC01719
2562	SLC8A2
2563	MCTP1
2564	AC073046.4
2565	TEX29
2566	Z97205.2
2567	ZFAND6
2568	SLC25A14
2569	PTMS
2570	AL596214.1
2571	GFM1
2572	LINC02533
2573	LINC01619
2574	SEC31B
2575	ZNF555
2576	AC009413.2
2577	PPP1R7
2578	AC124069.1
2579	UBE2L3
2580	AC011752.1
2581	IGDCC4
2582	AL391987.3
2583	VDAC1
2584	PTCH2
2585	AL591543.1
2586	FFAR4
2587	FAM178B
2588	TNKS
2589	OR6V1
2590	AC067752.1
2591	BHLHA15
2592	PCK2
2593	TPSD1
2594	AC096992.2
2595	CDK20
2596	SHANK2-AS1
2597	NARF
2598	ENPP5
2599	ZNF572
2600	TMEM164
2601	AC012313.7
2602	HAUS8
2603	AC009154.1
2604	AL356515.1
2605	RPL34-AS1
2606	CLIC2
2607	TNK1
2608	GTF3A
2609	LINC01402
2610	B3GALNT2
2611	CLK3
2612	FANCF
2613	VPS37D
2614	AL590560.5
2615	CYB5D2
2616	AC009908.1
2617	LINC01527
2618	LCN15
2619	LINC00844
2620	CEP78
2621	AC004130.2
2622	SMG7
2623	AC097369.2
2624	AC131009.2
2625	AL356234.2
2626	PNMA8C
2627	AP003119.1
2628	AC079906.1
2629	LINC00862
2630	RRM1-AS1
2631	SRPK1
2632	AC091868.2
2633	KLF13
2634	AC027682.1
2635	FBXL20
2636	AC018832.1
2637	CD244
2638	TBC1D22B
2639	AC035139.2
2640	IQANK1
2641	AC084117.1
2642	DCTD
2643	MANEA-DT
2644	AC140118.2
2645	C9orf116
2646	AP005273.1
2647	AC008571.2
2648	AC100861.2
2649	PPDPFL
2650	LINC01050
2651	SLN
2652	FADS6
2653	AC067838.1
2654	ODF4
2655	MED12
2656	IQCH-AS1
2657	P3H2
2658	GPRC5D-AS1
2659	AC027796.1
2660	PTX3
2661	AC073863.1
2662	FBXO24
2663	PTCSC3
2664	DPP10-AS1
2665	AL157394.3
2666	AL031731.1
2667	C1orf112
2668	NPFF
2669	COL13A1
2670	MFGE8
2671	DCD
2672	MTERF4
2673	AC244636.3
2674	AC090739.1
2675	PPM1E
2676	L3MBTL4-AS1
2677	MAGEL2
2678	AC041005.1
2679	AC120042.2
2680	AC005586.1
2681	ADGRG6
2682	CLK1
2683	TAL2
2684	AC087289.1
2685	EIF3J-DT
2686	KCND3-AS1
2687	AC018714.2
2688	EFCAB5
2689	YAE1
2690	NPEPPS
2691	NRGN
2692	ICE2
2693	MINDY4
2694	SSH3
2695	ITM2B
2696	LINC02595
2697	AC113410.4
2698	RIC3-DT
2699	AC090912.2
2700	AL034351.4
2701	IL2RA
2702	RAD51AP1
2703	LUC7L3
2704	AC019077.1
2705	AL138828.1
2706	AC022893.2
2707	AC139019.1
2708	KIF5B
2709	PCDHGB3
2710	AC036214.1
2711	LSM1
2712	FBRSL1
2713	STIM2
2714	IDUA
2715	AP003396.1
2716	AC021860.1
2717	FMNL2
2718	DSE
2719	AC010976.1
2720	AL450306.1
2721	DNALI1
2722	SLC24A1
2723	AL356489.2
2724	LINC02351
2725	AC025262.1
2726	TCL6
2727	JDP2
2728	ALKBH6
2729	AC090360.1
2730	COX20
2731	PHF10
2732	FAM237B
2733	SIGLEC12
2734	AL450344.1
2735	AC022467.2
2736	AP000894.2
2737	MASTL
2738	NSA2
2739	GSC
2740	AL138995.1
2741	PHF11
2742	SDF2L1
2743	LINC01740
2744	EIF1B-AS1
2745	SH3D19
2746	FAM71E1
2747	NET1
2748	SEPTIN8
2749	TCTN2
2750	PIK3C2B
2751	UBXN2A
2752	LINC02320
2753	GNB5
2754	AC090181.1
2755	AL591845.1
2756	AC010894.3
2757	LINC01609
2758	WDR53
2759	AC004946.2
2760	AC010641.2
2761	AC092757.2
2762	SH2D5
2763	TMEM38B
2764	COMMD4
2765	AL031600.2
2766	AC104411.1
2767	TMEM42
2768	ZNF688
2769	AC139887.3
2770	GTPBP4
2771	TMEM140
2772	LINC02419
2773	AC103718.1
2774	ZNF140
2775	AC005616.1
2776	AC068792.1
2777	LRP5L
2778	SLA2
2779	GRIN2A
2780	AP002812.2
2781	AC025259.1
2782	MYBPC1
2783	SLC40A1
2784	Z94721.3
2785	DDX46
2786	AL807742.1
2787	AC022182.1
2788	AC015660.2
2789	PTPRT
2790	AF131216.3
2791	HEPACAM2
2792	HIF1A-AS1
2793	CDC45
2794	PDE7A
2795	CXCL14
2796	LINC02715
2797	AC092580.4
2798	ADAM12
2799	GRM5
2800	LINC01422
2801	RARG
2802	TCF4
2803	AC092068.1
2804	CHRM2
2805	AL928596.1
2806	AL731537.1
2807	AC078846.1
2808	ZNF485
2809	TMEM262
2810	LINC00163
2811	RASGRF2-AS1
2812	AC133485.7
2813	YIPF3
2814	AL513122.2
2815	PQBP1
2816	AC188616.1
2817	AMELY
2818	OR52I1
2819	PPP1R3D
2820	AC016590.2
2821	AC093159.1
2822	KCTD9
2823	KLHL17
2824	MTFR1L
2825	FAM92A
2826	EIF1AD
2827	AL355834.2
2828	AGMAT
2829	SSR2
2830	LINC01691
2831	LINC01126
2832	CYFIP2
2833	MBD2
2834	LINC00906
2835	AC093512.2
2836	AC020908.3
2837	AC115282.1
2838	LINC00667
2839	RBM8A
2840	STAT2
2841	AC006213.4
2842	HSPA4
2843	AC093798.1
2844	LINC02371
2845	RAD54B
2846	PALMD
2847	LINC00987
2848	MEIS1-AS3
2849	ZNF543
2850	AP001037.1
2851	AC010327.4
2852	TRBV4-2
2853	EXTL3-AS1
2854	SSUH2
2855	RAMP3
2856	AL031772.1
2857	CD82
2858	RGS8
2859	CHAF1A
2860	NUDT19
2861	FP565260.3
2862	AL023803.2
2863	KPNA5
2864	DDIT4-AS1
2865	COL22A1
2866	PNPLA1
2867	JAKMIP3
2868	DLGAP1-AS3
2869	MIR4713HG
2870	AC005962.2
2871	LINC00327
2872	AC079203.2
2873	HAVCR1
2874	IRF6
2875	FAM83A
2876	RHCE
2877	ZNF214
2878	AC037198.1
2879	ZNF358
2880	SRGAP3-AS3
2881	AC009318.4
2882	AL365318.1
2883	LINC02332
2884	LINC02146
2885	SETX
2886	LINC00847
2887	RNF5
2888	ZHX3
2889	SERINC5
2890	EMC1-AS1
2891	MOK
2892	AC093673.2
2893	DOC2B
2894	AC012065.4
2895	AL159174.1
2896	EIF2B2
2897	AC016738.1
2898	ZNF302
2899	SMC1B
2900	NDST3
2901	AC010086.3
2902	KRAS
2903	MED12L
2904	ST20-AS1
2905	GPR89A
2906	AC107464.1
2907	AL732292.2
2908	HMGN5
2909	STPG4
2910	AF107885.2
2911	SH3PXD2B
2912	TCF3
2913	NAB1
2914	GPANK1
2915	SLCO3A1
2916	TBC1D8
2917	AC004584.1
2918	FHDC1
2919	AL138955.1
2920	AL391834.3
2921	CASP10
2922	LHFPL3-AS2
2923	AL445205.1
2924	AC091588.3
2925	AC004900.1
2926	AC008759.3
2927	CNTNAP3B
2928	CASQ1
2929	WDR59
2930	AL023284.4
2931	LINC01727
2932	AP001029.2
2933	KLHL29
2934	AC025437.4
2935	AC127029.2
2936	BOK-AS1
2937	AP001042.1
2938	AC011825.4
2939	FIS1
2940	AL390800.1
2941	ESYT3
2942	OR4D9
2943	LPCAT1
2944	AP000553.9
2945	NPRL2
2946	LPAR1
2947	DCUN1D3
2948	CD99
2949	LPP-AS1
2950	G3BP1
2951	MREG
2952	MIR762HG
2953	LRCH2
2954	LRP2
2955	AATK
2956	LINC00672
2957	RNPEPL1
2958	ASPHD1
2959	APOBEC3G
2960	FAP
2961	AL109838.1
2962	AC018978.1
2963	AL590723.1
2964	MIR133A1HG
2965	SLC66A3
2966	PHLDB1
2967	AC025614.2
2968	PEX7
2969	AC084030.1
2970	AC109642.1
2971	LINC02608
2972	SUMO4
2973	CLCN3
2974	PPIL6
2975	PTGDR2
2976	NOP53
2977	GPX7
2978	RPS4Y1
2979	CRTAM
2980	MEIS1-AS2
2981	ZNF730
2982	BORA
2983	TIMMDC1
2984	AC009812.4
2985	CARD19
2986	PIK3IP1-AS1
2987	TRAV13-2
2988	LINC01832
2989	PLK4
2990	CNST
2991	C1orf232
2992	RHCG
2993	AL132656.3
2994	EXOC1
2995	TUG1
2996	CTBP1-AS
2997	ACTN3
2998	SH3BGRL2
2999	AC090015.1
3000	LDLRAD4
3001	AC020661.1
3002	AC093909.2
3003	PLCH2
3004	GOLGA6L10
3005	RHOB
3006	SNW1
3007	LHX2
3008	SMIM4
3009	AC012236.1
3010	ZNF862
3011	SPATA6
3012	MEI4
3013	ZNF365
3014	AL096678.1
3015	BAIAP2L2
3016	APOD
3017	AC025187.1
3018	AC122129.2
3019	AC007491.1
3020	AC069542.1
3021	RSPH14
3022	PDE5A
3023	AC012325.1
3024	CENPM
3025	ALG2
3026	AC092053.4
3027	FABP3
3028	LINC01356
3029	TCTA
3030	PYCARD-AS1
3031	EGFL7
3032	C6orf118
3033	FBXW7-AS1
3034	TRIM27
3035	C6orf120
3036	C5orf47
3037	STAR
3038	SYNPR
3039	PIP5KL1
3040	TIMM21
3041	SDS
3042	SEPHS1
3043	GATAD2B
3044	CXorf65
3045	IZUMO1
3046	AL157882.1
3047	RMND1
3048	SLC6A1-AS1
3049	AC010333.1
3050	ETDC
3051	LINC00691
3052	RBM38
3053	AL118558.3
3054	ATAD3A
3055	FBXO8
3056	ZNF836
3057	FAM122B
3058	LINC01672
3059	CCDC36
3060	AL683887.1
